antecedent,consequent,co_orders,antecedent_orders,consequent_orders,total_orders,support,antecedent_support,consequent_support,confidence,lift,leverage,conviction,level,both_item_customers,both_item_repeat_rate,both_item_avg_ltv,both_item_pct_subscribed,antecedent_item_revenue_sgd,antecedent_item_covered_revenue_sgd,antecedent_item_est_gross_profit_sgd,antecedent_item_margin_coverage_pct,antecedent_item_est_margin_pct,consequent_item_revenue_sgd,consequent_item_covered_revenue_sgd,consequent_item_est_gross_profit_sgd,consequent_item_margin_coverage_pct,consequent_item_est_margin_pct,margin_overlay_available
CRE-UNF-250G-V1 | CREATINE MONOHYDRATE | 1 x 250g Pack (50 servings),CLEAR-PEA-500G-V2 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / Peach,26,232,273,7564,0.003437334743521946,0.030671602326811213,0.03609201480698043,0.11206896551724138,3.105090311986864,0.0023303348181888603,1.0855662745863133,sku_flavor,32,0.34375,1626.0984848484848,0.21875,,,,,,,,,,,False
CLEAR-PEA-500G-V2 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / Peach,CRE-UNF-250G-V1 | CREATINE MONOHYDRATE | 1 x 250g Pack (50 servings),26,273,232,7564,0.003437334743521946,0.03609201480698043,0.030671602326811213,0.09523809523809523,3.1050903119868636,0.0023303348181888603,1.071362965849314,sku_flavor,32,0.34375,1626.0984848484848,0.21875,,,,,,,,,,,False
0724999807937 | BETTER WHEY PROTEIN | 1kg Pack (40 servings) / Cocoa Dinosaur,0724999807999 | Creatine Monohydrate | Default,10,150,169,7564,0.0013220518244315177,0.019830777366472766,0.02234267583289265,0.06666666666666667,2.983826429980276,0.0008789791942181521,1.0474899901790435,sku_flavor,14,0.7142857142857143,265.97041125541125,0.5,,,,,,,,,,,False
0724999807999 | Creatine Monohydrate | Default,0724999807937 | BETTER WHEY PROTEIN | 1kg Pack (40 servings) / Cocoa Dinosaur,10,169,150,7564,0.0013220518244315177,0.02234267583289265,0.019830777366472766,0.05917159763313609,2.983826429980276,0.0008789791942181521,1.0418150856922397,sku_flavor,14,0.7142857142857143,265.97041125541125,0.5,,,,,,,,,,,False
0724999808507 | COLLAGEN GLOW | 300g Pack (30 servings),0724999807807 | CLEAR PROTEIN | 500g Pack (20 Serv) / White Grape,23,143,424,7564,0.003040719196192491,0.018905341089370704,0.05605499735589635,0.16083916083916083,2.869309935347671,0.0019809803514154976,1.1248677948175567,sku_flavor,25,0.64,2055.9836,0.24,,,,,,,,,,,False
0724999807807 | CLEAR PROTEIN | 500g Pack (20 Serv) / White Grape,0724999808507 | COLLAGEN GLOW | 300g Pack (30 servings),23,424,143,7564,0.003040719196192491,0.05605499735589635,0.018905341089370704,0.054245283018867926,2.869309935347671,0.0019809803514154976,1.037366921142411,sku_flavor,25,0.64,2055.9836,0.24,,,,,,,,,,,False
0724999808361 | LushProtein Classic Shaker | Default,0724999807807 | CLEAR PROTEIN | 500g Pack (20 Serv) / White Grape,13,82,424,7564,0.001718667371760973,0.010840824960338445,0.05605499735589635,0.15853658536585366,2.8282328578002764,0.0011109849572734664,1.1217897132871957,sku_flavor,17,0.47058823529411764,188.13110516934046,0.17647058823529413,,,,,,,,,,,False
0724999807807 | CLEAR PROTEIN | 500g Pack (20 Serv) / White Grape,0724999808361 | LushProtein Classic Shaker | Default,13,424,82,7564,0.001718667371760973,0.05605499735589635,0.010840824960338445,0.030660377358490566,2.8282328578002764,0.0011109849572734664,1.0204464482160986,sku_flavor,17,0.47058823529411764,188.13110516934046,0.17647058823529413,,,,,,,,,,,False
ACC-SHK-V2 | LP CLASSIC SHAKER | White,LEAN-TAR-1KG-V1 | LEAN PROTEIN | 1 x 1kg Pack (25 servings) / Taro,33,341,259,7564,0.004362771020624008,0.045081967213114756,0.03424114225277631,0.0967741935483871,2.8262548262548264,0.0028191129682447486,1.0692330210772834,sku_flavor,43,0.5116279069767442,1213.612522903453,0.23255813953488372,,,,,,,,,,,False
LEAN-TAR-1KG-V1 | LEAN PROTEIN | 1 x 1kg Pack (25 servings) / Taro,ACC-SHK-V2 | LP CLASSIC SHAKER | White,33,259,341,7564,0.004362771020624008,0.03424114225277631,0.045081967213114756,0.1274131274131274,2.826254826254826,0.0028191129682447486,1.0943529667778906,sku_flavor,43,0.5116279069767442,1213.612522903453,0.23255813953488372,,,,,,,,,,,False
SOY-UNF-1KG-V1 | SOY PROTEIN ISOLATE | 1 x 1kg Pack (40 servings) / Unflavoured,CRE-UNF-250G-V1 | CREATINE MONOHYDRATE | 1 x 250g Pack (50 servings),10,120,232,7564,0.0013220518244315177,0.015864621893178214,0.030671602326811213,0.08333333333333333,2.7169540229885056,0.0008354584506587326,1.0574491610980241,sku_flavor,12,0.4166666666666667,3876.7875,0.0,,,,,,,,,,,False
CRE-UNF-250G-V1 | CREATINE MONOHYDRATE | 1 x 250g Pack (50 servings),SOY-UNF-1KG-V1 | SOY PROTEIN ISOLATE | 1 x 1kg Pack (40 servings) / Unflavoured,10,232,120,7564,0.0013220518244315177,0.030671602326811213,0.015864621893178214,0.04310344827586207,2.7169540229885056,0.0008354584506587326,1.0284658005440661,sku_flavor,12,0.4166666666666667,3876.7875,0.0,,,,,,,,,,,False
0724999808507 | COLLAGEN GLOW | 300g Pack (30 servings),0724999807814 | CLEAR PROTEIN | 500g Pack (20 Serv) / Peach,32,143,654,7564,0.004230565838180857,0.018905341089370704,0.08646218931782126,0.22377622377622378,2.58813968905712,0.0025959686577937016,1.1769000624103745,sku_flavor,34,0.6470588235294118,1602.185588235294,0.2647058823529412,,,,,,,,,,,False
0724999807814 | CLEAR PROTEIN | 500g Pack (20 Serv) / Peach,0724999808507 | COLLAGEN GLOW | 300g Pack (30 servings),32,654,143,7564,0.004230565838180857,0.08646218931782126,0.018905341089370704,0.04892966360856269,2.58813968905712,0.0025959686577937016,1.031568982198636,sku_flavor,34,0.6470588235294118,1602.185588235294,0.2647058823529412,,,,,,,,,,,False
0724999807814 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / Peach,0724999808361 | LP CLASSIC SHAKER | White,18,112,473,7564,0.002379693283976732,0.014806980433632998,0.06253305129561079,0.16071428571428573,2.5700694654183027,0.0014537676169872542,1.116981896328634,sku_flavor,27,0.5185185185185185,1898.2081481481482,0.25925925925925924,,,,,,,,,,,False
0724999808361 | LP CLASSIC SHAKER | White,0724999807814 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / Peach,18,473,112,7564,0.002379693283976732,0.06253305129561079,0.014806980433632998,0.03805496828752643,2.5700694654183027,0.0014537676169872542,1.0241676884722892,sku_flavor,27,0.5185185185185185,1898.2081481481482,0.25925925925925924,,,,,,,,,,,False
LEAN-THA-1KG-V1 | LEAN PROTEIN | 1 x 1kg Pack (25 servings) / Thai Milk Tea,COL-UNF-300G-V1 | COLLAGEN GLOW | 1 x 300g pack (30 servings),13,336,115,7564,0.001718667371760973,0.044420941300899,0.015203595980962454,0.03869047619047619,2.544824016563147,0.001043309327128056,1.024432172601847,sku_flavor,16,0.5625,3154.2795833333334,0.4375,,,,,,,,,,,False
COL-UNF-300G-V1 | COLLAGEN GLOW | 1 x 300g pack (30 servings),LEAN-THA-1KG-V1 | LEAN PROTEIN | 1 x 1kg Pack (25 servings) / Thai Milk Tea,13,115,336,7564,0.001718667371760973,0.015203595980962454,0.044420941300899,0.11304347826086956,2.5448240165631466,0.001043309327128056,1.0773685465725158,sku_flavor,16,0.5625,3154.2795833333334,0.4375,,,,,,,,,,,False
ACC-SHK-V2 | LP CLASSIC SHAKER | White,COL-UNF-300G-V1 | COLLAGEN GLOW | 1 x 300g pack (30 servings),13,341,115,7564,0.001718667371760973,0.045081967213114756,0.015203595980962454,0.03812316715542522,2.507509881422925,0.0010332593562257806,1.023827968812475,sku_flavor,16,0.5,3014.349375,0.1875,,,,,,,,,,,False
COL-UNF-300G-V1 | COLLAGEN GLOW | 1 x 300g pack (30 servings),ACC-SHK-V2 | LP CLASSIC SHAKER | White,13,115,341,7564,0.001718667371760973,0.015203595980962454,0.045081967213114756,0.11304347826086956,2.5075098814229246,0.0010332593562257806,1.0766232722597235,sku_flavor,16,0.5,3014.349375,0.1875,,,,,,,,,,,False
0724999808361 | [FREE GIFT] LushProtein Classic Shaker | Default,0724999807814 | CLEAR PROTEIN | 500g Pack (20 Serv) / Peach,27,125,654,7564,0.003569539925965098,0.01652564780539397,0.08646218931782126,0.216,2.4982018348623853,0.002140696236815487,1.1652267993395138,sku_flavor,29,0.7931034482758621,258.0289028213166,0.9655172413793104,,,,,,,,,,,False
0724999807814 | CLEAR PROTEIN | 500g Pack (20 Serv) / Peach,0724999808361 | [FREE GIFT] LushProtein Classic Shaker | Default,27,654,125,7564,0.003569539925965098,0.08646218931782126,0.01652564780539397,0.04128440366972477,2.4982018348623853,0.002140696236815487,1.0258249223848044,sku_flavor,29,0.7931034482758621,258.0289028213166,0.9655172413793104,,,,,,,,,,,False
0724999807807 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / White Grape,0724999808361 | LP CLASSIC SHAKER | White,12,79,473,7564,0.0015864621893178213,0.01044420941300899,0.06253305129561079,0.1518987341772152,2.429095190943881,0.0009333539063520291,1.1053714768305485,sku_flavor,17,0.47058823529411764,2840.6441176470585,0.23529411764705882,,,,,,,,,,,False
0724999808361 | LP CLASSIC SHAKER | White,0724999807807 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / White Grape,12,473,79,7564,0.0015864621893178213,0.06253305129561079,0.01044420941300899,0.02536997885835095,2.429095190943881,0.0009333539063520291,1.015314292728084,sku_flavor,17,0.47058823529411764,2840.6441176470585,0.23529411764705882,,,,,,,,,,,False
0724999808361 | [FREE GIFT] LushProtein Classic Shaker | Default,0724999807807 | CLEAR PROTEIN | 500g Pack (20 Serv) / White Grape,17,125,424,7564,0.0022474881015335803,0.01652564780539397,0.05605499735589635,0.136,2.4261886792452834,0.0013211429574977469,1.0925289382454904,sku_flavor,22,0.7727272727272727,438.22173553719006,0.9545454545454546,,,,,,,,,,,False
0724999807807 | CLEAR PROTEIN | 500g Pack (20 Serv) / White Grape,0724999808361 | [FREE GIFT] LushProtein Classic Shaker | Default,17,424,125,7564,0.0022474881015335803,0.05605499735589635,0.01652564780539397,0.04009433962264151,2.426188679245283,0.0013211429574977469,1.0245531334902038,sku_flavor,22,0.7727272727272727,438.22173553719006,0.9545454545454546,,,,,,,,,,,False
0724999807821 | LEAN PROTEIN | 1kg Pack (25 serves) / Thai Milk Tea,0724999808361 | LP CLASSIC SHAKER | White,15,108,473,7564,0.001983077736647277,0.014278159703860392,0.06253305129561079,0.1388888888888889,2.221047686163965,0.001090220843478852,1.0886712952696131,sku_flavor,23,0.6086956521739131,2223.1420026350465,0.30434782608695654,,,,,,,,,,,False
0724999808361 | LP CLASSIC SHAKER | White,0724999807821 | LEAN PROTEIN | 1kg Pack (25 serves) / Thai Milk Tea,15,473,108,7564,0.001983077736647277,0.06253305129561079,0.014278159703860392,0.03171247357293869,2.221047686163965,0.001090220843478852,1.0180053066813843,sku_flavor,23,0.6086956521739131,2223.1420026350465,0.30434782608695654,,,,,,,,,,,False
CRE-UNF-250G-V1 | CREATINE MONOHYDRATE | 1 x 250g Pack (50 servings),CLEAR-GRA-500G-V2 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / White Grape,16,232,244,7564,0.0021152829190904283,0.030671602326811213,0.03225806451612903,0.06896551724137931,2.1379310344827585,0.001125876392419099,1.039426523297491,sku_flavor,18,0.4444444444444444,2703.2911111111116,0.16666666666666666,,,,,,,,,,,False
CLEAR-GRA-500G-V2 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / White Grape,CRE-UNF-250G-V1 | CREATINE MONOHYDRATE | 1 x 250g Pack (50 servings),16,244,232,7564,0.0021152829190904283,0.03225806451612903,0.030671602326811213,0.06557377049180328,2.1379310344827585,0.001125876392419099,1.0373514431239388,sku_flavor,18,0.4444444444444444,2703.2911111111116,0.16666666666666666,,,,,,,,,,,False
0724999808361 | [FREE] LushProtein Classic Shaker | Default,0724999807807 | CLEAR PROTEIN | 500g Pack (20 Serv) / White Grape,11,94,424,7564,0.0014542570068746695,0.012427287149656267,0.05605499735589635,0.11702127659574468,2.087615415495785,0.0007576454585597228,1.0690461475728403,sku_flavor,20,0.85,290.93999999999994,0.6,,,,,,,,,,,False
0724999807807 | CLEAR PROTEIN | 500g Pack (20 Serv) / White Grape,0724999808361 | [FREE] LushProtein Classic Shaker | Default,11,424,94,7564,0.0014542570068746695,0.05605499735589635,0.012427287149656267,0.025943396226415096,2.087615415495785,0.0007576454585597228,1.0138761022967209,sku_flavor,20,0.85,290.93999999999994,0.6,,,,,,,,,,,False
0724999808507 | COLLAGEN GLOW | 300g Pack (30 servings),0724999807821 | LEAN PROTEIN | 1kg Pack (25 servings) / Thai Milk Tea,11,143,283,7564,0.0014542570068746695,0.018905341089370704,0.03741406663141195,0.07692307692307693,2.055993476488176,0.0007469313156673837,1.0428014278159703,sku_flavor,14,0.7857142857142857,3480.164285714286,0.21428571428571427,,,,,,,,,,,False
0724999807821 | LEAN PROTEIN | 1kg Pack (25 servings) / Thai Milk Tea,0724999808507 | COLLAGEN GLOW | 300g Pack (30 servings),11,283,143,7564,0.0014542570068746695,0.03741406663141195,0.018905341089370704,0.038869257950530034,2.055993476488176,0.0007469313156673837,1.0207712811459857,sku_flavor,14,0.7857142857142857,3480.164285714286,0.21428571428571427,,,,,,,,,,,False
CRE-UNF-250G-V1 | CREATINE MONOHYDRATE | 1 x 250g Pack (50 servings),LEAN-THA-1KG-V1 | LEAN PROTEIN | 1 x 1kg Pack (25 servings) / Thai Milk Tea,21,232,336,7564,0.0027763088313061874,0.030671602326811213,0.044420941300899,0.09051724137931035,2.037715517241379,0.0014138473847423894,1.0506840834985376,sku_flavor,27,0.48148148148148145,1949.8238271604937,0.37037037037037035,,,,,,,,,,,False
LEAN-THA-1KG-V1 | LEAN PROTEIN | 1 x 1kg Pack (25 servings) / Thai Milk Tea,CRE-UNF-250G-V1 | CREATINE MONOHYDRATE | 1 x 250g Pack (50 servings),21,336,232,7564,0.0027763088313061874,0.044420941300899,0.030671602326811213,0.0625,2.037715517241379,0.0014138473847423894,1.0339502908514013,sku_flavor,27,0.48148148148148145,1949.8238271604937,0.37037037037037035,,,,,,,,,,,False
0724999807821 | LEAN PROTEIN | 1kg Pack (25 servings) / Thai Milk Tea,0724999807807 | CLEAR PROTEIN | 500g Pack (20 Serv) / White Grape,31,283,424,7564,0.004098360655737705,0.03741406663141195,0.05605499735589635,0.10954063604240283,1.9541636109073939,0.002001115249640578,1.0600652212233386,sku_flavor,42,0.6666666666666666,1357.8631601731602,0.30952380952380953,,,,,,,,,,,False
0724999807807 | CLEAR PROTEIN | 500g Pack (20 Serv) / White Grape,0724999807821 | LEAN PROTEIN | 1kg Pack (25 servings) / Thai Milk Tea,31,424,283,7564,0.004098360655737705,0.05605499735589635,0.03741406663141195,0.07311320754716981,1.9541636109073937,0.002001115249640578,1.038515103685194,sku_flavor,42,0.6666666666666666,1357.8631601731602,0.30952380952380953,,,,,,,,,,,False
CLEAR-GRA-500G-V2 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / White Grape,LEAN-TAR-1KG-V1 | LEAN PROTEIN | 1 x 1kg Pack (25 servings) / Taro,16,244,259,7564,0.0021152829190904283,0.03225806451612903,0.03424114225277631,0.06557377049180328,1.9150579150579152,0.0010107299431944183,1.0335314091680814,sku_flavor,17,0.29411764705882354,2802.635294117647,0.17647058823529413,,,,,,,,,,,False
LEAN-TAR-1KG-V1 | LEAN PROTEIN | 1 x 1kg Pack (25 servings) / Taro,CLEAR-GRA-500G-V2 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / White Grape,16,259,244,7564,0.0021152829190904283,0.03424114225277631,0.03225806451612903,0.06177606177606178,1.9150579150579152,0.0010107299431944183,1.0314615690959776,sku_flavor,17,0.29411764705882354,2802.635294117647,0.17647058823529413,,,,,,,,,,,False
0724999807814 | CLEAR PROTEIN | 500g Pack (20 Serv) / Peach,0724999807821 | LEAN PROTEIN | 1kg Pack (25 servings) / Thai Milk Tea,45,654,283,7564,0.0059492332099418295,0.08646218931782126,0.03741406663141195,0.06880733944954129,1.8390767335559375,0.0027143310977071097,1.03371297278006,sku_flavor,57,0.631578947368421,1106.2053588516746,0.2982456140350877,,,,,,,,,,,False
0724999807821 | LEAN PROTEIN | 1kg Pack (25 servings) / Thai Milk Tea,0724999807814 | CLEAR PROTEIN | 500g Pack (20 Serv) / Peach,45,283,654,7564,0.0059492332099418295,0.03741406663141195,0.08646218931782126,0.15901060070671377,1.8390767335559373,0.0027143310977071097,1.0862655479960361,sku_flavor,57,0.631578947368421,1106.2053588516746,0.2982456140350877,,,,,,,,,,,False
0724999807821 | LEAN PROTEIN | 1kg Pack (25 servings) / Thai Milk Tea,0724999807937 | BETTER WHEY PROTEIN | 1kg Pack (40 servings) / Cocoa Dinosaur,10,283,150,7564,0.0013220518244315177,0.03741406663141195,0.019830777366472766,0.0353356890459364,1.7818610129564194,0.0005801017986896095,1.016072857162228,sku_flavor,13,0.7692307692307693,3677.5534265734263,0.15384615384615385,,,,,,,,,,,False
0724999807937 | BETTER WHEY PROTEIN | 1kg Pack (40 servings) / Cocoa Dinosaur,0724999807821 | LEAN PROTEIN | 1kg Pack (25 servings) / Thai Milk Tea,10,150,283,7564,0.0013220518244315177,0.019830777366472766,0.03741406663141195,0.06666666666666667,1.7818610129564192,0.0005801017986896095,1.0313420714663442,sku_flavor,13,0.7692307692307693,3677.5534265734263,0.15384615384615385,,,,,,,,,,,False
CRE-UNF-250G-V1 | CREATINE MONOHYDRATE | 1 x 250g Pack (50 servings),LEAN-TAR-1KG-V1 | LEAN PROTEIN | 1 x 1kg Pack (25 servings) / Taro,14,232,259,7564,0.0018508725542041248,0.030671602326811213,0.03424114225277631,0.0603448275862069,1.7623485554520038,0.0008006418558111972,1.0277800687952106,sku_flavor,19,0.47368421052631576,2590.424736842105,0.3684210526315789,,,,,,,,,,,False
LEAN-TAR-1KG-V1 | LEAN PROTEIN | 1 x 1kg Pack (25 servings) / Taro,CRE-UNF-250G-V1 | CREATINE MONOHYDRATE | 1 x 250g Pack (50 servings),14,259,232,7564,0.0018508725542041248,0.03424114225277631,0.030671602326811213,0.05405405405405406,1.7623485554520038,0.0008006418558111972,1.0247185918259425,sku_flavor,19,0.47368421052631576,2590.424736842105,0.3684210526315789,,,,,,,,,,,False
0724999807999 | Creatine Monohydrate | Default,0724999807814 | CLEAR PROTEIN | 500g Pack (20 Serv) / Peach,23,169,654,7564,0.003040719196192491,0.02234267583289265,0.08646218931782126,0.13609467455621302,1.5740368782006042,0.0011089225284622167,1.0574513014060836,sku_flavor,27,0.5555555555555556,218.16812570145905,0.25925925925925924,,,,,,,,,,,False
0724999807814 | CLEAR PROTEIN | 500g Pack (20 Serv) / Peach,0724999807999 | Creatine Monohydrate | Default,23,654,169,7564,0.003040719196192491,0.08646218931782126,0.02234267583289265,0.035168195718654434,1.5740368782006042,0.0011089225284622167,1.0132930111018832,sku_flavor,27,0.5555555555555556,218.16812570145905,0.25925925925925924,,,,,,,,,,,False
0724999807821 | LEAN PROTEIN | 1kg Pack (25 serves) / Thai Milk Tea,0724999807814 | CLEAR PROTEIN | 500g Pack (20 Serv) / Peach,14,108,654,7564,0.0018508725542041248,0.014278159703860392,0.08646218931782126,0.12962962962962962,1.4992637897836674,0.0006163516067788607,1.0495966335497373,sku_flavor,20,0.8,2709.390772727272,0.55,,,,,,,,,,,False
0724999807814 | CLEAR PROTEIN | 500g Pack (20 Serv) / Peach,0724999807821 | LEAN PROTEIN | 1kg Pack (25 serves) / Thai Milk Tea,14,654,108,7564,0.0018508725542041248,0.08646218931782126,0.014278159703860392,0.021406727828746176,1.4992637897836674,0.0006163516067788607,1.0072845055526176,sku_flavor,20,0.8,2709.390772727272,0.55,,,,,,,,,,,False
LEAN-TAR-1KG-V1 | LEAN PROTEIN | 1 x 1kg Pack (25 servings) / Taro,CLEAR-PEA-500G-V2 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / Peach,13,259,273,7564,0.001718667371760973,0.03424114225277631,0.03609201480698043,0.05019305019305019,1.3906968192682478,0.00048283555856584726,1.0148462120528132,sku_flavor,16,0.3125,3035.8906249999995,0.3125,,,,,,,,,,,False
CLEAR-PEA-500G-V2 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / Peach,LEAN-TAR-1KG-V1 | LEAN PROTEIN | 1 x 1kg Pack (25 servings) / Taro,13,273,259,7564,0.001718667371760973,0.03609201480698043,0.03424114225277631,0.047619047619047616,1.3906968192682478,0.00048283555856584726,1.0140468006345849,sku_flavor,16,0.3125,3035.8906249999995,0.3125,,,,,,,,,,,False
