sku_norm,Line: Title,Line: Variant Title,product_category,line_items,orders,revenue_sgd,covered_revenue_sgd,covered_lines,estimated_gross_profit_sgd,estimated_cogs_sgd,revenue_coverage_pct,line_coverage_pct,estimated_margin_pct
0724999808903,BETTER WHEY PROTEIN,500g Pack (20 servings) / Vanilla (unsweetened),Unknown,12,12,370.7636363636364,370.76363636363635,12,129.3236363636364,241.44,0.9999999999999999,1.0,0.34880345233424886
,"Lush Whey - 2KG Bundle, Honeydew",,Unknown,7,7,367.8484848484849,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey Elite - 500G, Chocolate Dinosaur",,Unknown,9,9,366.25,0.0,0,0.0,0.0,0.0,0.0,
724999809146,SUPERSET COFFEE,500g Pack (40 servings),Unknown,14,14,365.6963636363636,0.0,0,0.0,0.0,0.0,0.0,
724999809146,Superset Coffee,500g (40 servings),Unknown,13,13,364.7818181818182,0.0,0,0.0,0.0,0.0,0.0,
,Lushprotein Lean Protein (1kg/25 servings),,Unknown,5,5,359.4,0.0,0,0.0,0.0,0.0,0.0,
724999809009,Collagen Glow Single Serve,1 x 10g Sachet (1 serving),Collagen Glow,13,13,354.15999999999997,354.15999999999997,13,299.71000000000004,54.45,1.0,1.0,0.8462559295233795
0724999807814,CLEAR PROTEIN,500g Pack (20 Servings) / Peach,Clear Protein,6,6,348.8181818181818,348.8181818181818,6,220.08818181818182,128.73000000000002,1.0,1.0,0.6309538702111025
0724999808880,BETTER WHEY PROTEIN,500g (20 serves) / Unflavoured,Other,9,9,348.70303030303035,0.0,0,0.0,0.0,0.0,0.0,
0724999808699,LEAN MEAL,500g Pack (10 servings) / Belgian Choc,Unknown,12,12,348.67545454545456,0.0,0,0.0,0.0,0.0,0.0,
0724999808880,Better Whey Protein,500g Pack / Natural (Unflavoured),Other,6,6,346.5730303030303,0.0,0,0.0,0.0,0.0,0.0,
0724999809610,Discovery Sampler (6 sachets variety pack),6 Sachets Variety,Other,13,13,345.19,345.19,13,285.64,59.550000000000004,1.0,1.0,0.8274863118862076
724999809191,BETTER WHEY PROTEIN ELITE,500g Pack / Cocoa Dinosaur,Other,8,6,344.07,0.0,0,0.0,0.0,0.0,0.0,
0724999808378,Vegan MULTI Super Multivitamin Capsules,90 Caps,Other,6,6,343.17272727272734,343.17272727272723,6,213.87272727272727,129.3,0.9999999999999997,1.0,0.6232218072001908
LEAN-THA-40G-5PK-V1,Lean Protein Single Serve,5 x 40g Sachet / Thai Milk Tea,Lean Protein,9,9,340.57,340.57,9,303.21999999999997,37.35,1.0,1.0,0.8903309158175998
LEAN-THA-1KG-V1,LEAN PROTEIN,1 x 1kg Pack / Thai Milk Tea,Lean Protein,3,3,337.65999999999997,337.65999999999997,3,265.02,72.64,1.0,1.0,0.7848723568086241
,Citrulline Malate - 250g,,Unknown,12,12,334.27939393939397,0.0,0,0.0,0.0,0.0,0.0,
0724999808903,BETTER WHEY PROTEIN,500g Pack (20 servings) / Vanilla,Unknown,13,13,331.969696969697,331.969696969697,13,120.709696969697,211.26,1.0,1.0,0.3636166134185304
,Collagen Glow,,Unknown,5,5,330.0,0.0,0,0.0,0.0,0.0,0.0,
0724999807555,SUPER OMEGA 3 CAPSULES,60 Softgels (60 servings),Other,11,11,329.98,329.97999999999996,11,179.7,150.28,0.9999999999999998,1.0,0.5445784593005637
724999808613,Plant Protein,Vanilla / 480g,Other,2,2,328.9,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey Protein ELITE - 500g Pack, Vanilla",,Unknown,20,20,327.4412121212121,0.0,0,0.0,0.0,0.0,0.0,
0724999810494,Clear Protein (25g / single serve),25g Sachet / Peach,Clear Protein,7,7,327.43,327.43,7,266.53,60.9,1.0,1.0,0.8140060470940352
0724999807791,PRIME WHEY ISOLATE,1kg Pack (40 servings) / Cocoa Dinosaur,Other,4,4,323.27,323.27,4,194.02999999999997,129.24,1.0,1.0,0.600210350481022
724999808880,BETTER WHEY PROTEIN,500g Pack / Natural / Unflavored,Other,1,1,319.2,0.0,0,0.0,0.0,0.0,0.0,
724999808910,Better Whey Protein,500g Pack / Teh Tarik,Other,8,8,319.2,0.0,0,0.0,0.0,0.0,0.0,
724999807913,BETTER WHEY PROTEIN,1KG Pack / Vanilla (Exp Nov23),Unknown,5,5,317.8787878787879,0.0,0,0.0,0.0,0.0,0.0,
0724999809207,Better Whey Protein ELITE,1KG Pack / Vanilla,Other,2,2,311.79,0.0,0,0.0,0.0,0.0,0.0,
,Micronized Creatine Monohydrate - 500g bundle,,Unknown,5,5,307.21515151515155,0.0,0,0.0,0.0,0.0,0.0,
,"Lean Meal - Twin Pack (960g), Chocolate Dinosaur",,Unknown,8,8,305.23636363636365,0.0,0,0.0,0.0,0.0,0.0,
724999808880,BETTER WHEY PROTEIN,500g Pack / Natural (Unflavored),Other,9,9,301.26666666666665,0.0,0,0.0,0.0,0.0,0.0,
,"Lean Meal - 480g Pack, Mix Berries",,Unknown,6,6,299.2,0.0,0,0.0,0.0,0.0,0.0,
,"Lushprotein Better Whey™ ELITE Protein Powder 1kg (40 servings) and 500g (20 servings)  20gm protein/serving  Various flavours  Weight loss, Muscle Gain, Recovery (Not linked to Shopify)",,Unknown,1,1,299.0,0.0,0,0.0,0.0,0.0,0.0,
724999808620,Plant Protein,Natural (Unflavored) / 480g,Other,9,9,293.6848484848485,0.0,0,0.0,0.0,0.0,0.0,
,Lushprotein Prime Whey Isolate (1kg/40 servings) (Not linked to Shopify),,Unknown,1,1,289.0,0.0,0,0.0,0.0,0.0,0.0,
0724999807845,SOY PROTEIN ISOLATE (ID),1kg Pack (40 servings) / Natural (Unflavoured),Unknown,9,9,288.71999999999997,288.71999999999997,9,245.31999999999996,43.4,1.0,1.0,0.8496813521751178
724999807913,BETTER WHEY PROTEIN,1KG Pack / Vanilla (Exp Nov 2023),Other,8,7,286.49,0.0,0,0.0,0.0,0.0,0.0,
724999807937,BETTER WHEY PROTEIN - Fitness Fest Special,1KG Pack / Cocoa Dinosaur,Other,6,6,286.0909090909091,0.0,0,0.0,0.0,0.0,0.0,
724999807913,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Vanilla,Other,3,2,283.02,0.0,0,0.0,0.0,0.0,0.0,
0724999808941,BETTER WHEY PROTEIN,500g Pack (20 servings) / Matchawhey,Other,10,10,281.26,0.0,0,0.0,0.0,0.0,0.0,
0724999808507,COLLAGEN GLOW (ID),300g Pack (30 servings),Unknown,10,10,279.3,279.3,10,148.84,130.45999999999998,1.0,1.0,0.5329036877909058
,"Better Whey (Lush Whey) - 5KG Bundle, Coffee",,Unknown,2,2,278.1818181818182,0.0,0,0.0,0.0,0.0,0.0,
0724999810487_5,Clear Protein Single Serve,5 x 25g Sachet (5 servings)  *MOST POPULAR* / White Grape,Clear Protein,7,7,269.82,0.0,0,0.0,0.0,0.0,0.0,
724999808941,BETTER WHEY PROTEIN,500g Pack (20 servings) / Matchawhey,Other,7,7,265.74,0.0,0,0.0,0.0,0.0,0.0,
0724999809160,LP STAINLESS STEEL THERMAL BOTTLE,,Other,5,5,262.91,0.0,0,0.0,0.0,0.0,0.0,
,LushProtein Dark Logo Tee - XL,,Unknown,6,6,262.57575757575756,0.0,0,0.0,0.0,0.0,0.0,
724999808941,Better Whey Protein,500g Pack / Matchawhey,Unknown,8,8,261.54545454545456,0.0,0,0.0,0.0,0.0,0.0,
724999808705,LEAN MEAL,500g Pack (10 servings) / Vanilla,Unknown,8,8,257.27,0.0,0,0.0,0.0,0.0,0.0,
724999808880,BETTER WHEY PROTEIN,500g Pack (20 servings) / Natural (Unflavoured),Other,7,7,255.91212121212124,0.0,0,0.0,0.0,0.0,0.0,
0724999807593,CLA Capsules,60 softgels,Unknown,4,4,254.77,0.0,0,0.0,0.0,0.0,0.0,
0724999809610,Discovery Sampler,6 Sachets Variety,Other,10,10,250.26,250.26,10,210.56,39.7,1.0,1.0,0.8413649804203629
LEAN-THA-40G-V1,Lean Protein Single Serve,1 x 40g Sachet / Thai Milk Tea,Lean Protein,13,13,249.26,249.26000000000005,13,235.15,14.11,1.0000000000000002,1.0,0.9433924416272164
0724999810494_5,Clear Protein Single Serve,5 x 25g Sachet (5 servings)  *MOST POPULAR* / Peach,Clear Protein,9,9,246.92,0.0,0,0.0,0.0,0.0,0.0,
0724999808705,LEAN MEAL,500g Pack (10 servings) / Vanilla,Unknown,6,6,246.72000000000003,0.0,0,0.0,0.0,0.0,0.0,
0724999807913,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Vanilla (Unsweetened),Other,1,1,239.6,239.6,1,138.24,101.36,1.0,1.0,0.5769616026711186
,Soy Protein Isolate,1KG Pack / Natural (Unflavoured),Soy Protein,1,1,235.96,0.0,0,0.0,0.0,0.0,0.0,
ELT-VAN-500G-V1,BETTER WHEY PROTEIN ELITE,500g Pack (20 servings) / Vanilla,Other,4,4,234.06,234.06,4,173.70000000000002,60.36,1.0,1.0,0.7421174057933864
07249998080422,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Teh Tarik,Unknown,6,6,231.6727272727273,0.0,0,0.0,0.0,0.0,0.0,
,LUSH WHEY,,Unknown,5,5,225.72,0.0,0,0.0,0.0,0.0,0.0,
0724999810470,Lushprotein Lean Protein (40g/single serve),40g Sachet / Taro,Lean Protein,11,11,225.0,225.0,11,204.25,20.75,1.0,1.0,0.9077777777777778
724999808903,Better Whey Protein,500g Pack / Vanilla,Other,6,6,223.39999999999998,0.0,0,0.0,0.0,0.0,0.0,
724999808941,BETTER WHEY PROTEIN,500g Pack (20 servings) / Matchawhey,Unknown,9,9,222.7818181818182,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey (Lush Whey) - 5KG Bundle, Vanilla",,Unknown,2,2,222.54545454545453,0.0,0,0.0,0.0,0.0,0.0,
0724999810470,LEAN PROTEIN,40g Sachet / Taro,Lean Protein,45,44,220.53,220.53,45,168.24,52.29,1.0,1.0,0.7628894028023399
724999808507,COLLAGEN GLOW - Fitness Fest Special,300g Pack,Collagen Glow,8,8,211.8181818181818,0.0,0,0.0,0.0,0.0,0.0,
724999807975,BETTER WHEY PROTEIN,1KG Pack / Honeydew,Other,2,2,209.70000000000002,0.0,0,0.0,0.0,0.0,0.0,
,Maltodextrin - 1KG,,Unknown,8,8,204.94,0.0,0,0.0,0.0,0.0,0.0,
,Collagen Glow 300g - 300g Pack,,Unknown,7,7,204.0,0.0,0,0.0,0.0,0.0,0.0,
0724999807708,LEAN PROTEIN,1kg Pack (25 serves) / Taro,Unknown,4,4,199.72727272727272,199.72727272727275,4,129.12727272727273,70.6,1.0000000000000002,1.0,0.6465179790623576
,Micronized Creatine Monohydrate - 1KG bundle,,Unknown,7,7,198.33333333333334,0.0,0,0.0,0.0,0.0,0.0,
0724999808941,BETTER WHEY PROTEIN,500g Pack (20 servings) / Matchawhey,Unknown,3,3,190.63636363636363,0.0,0,0.0,0.0,0.0,0.0,
724999807999,Micronized Creatine Monohydrate,,Other,7,7,181.51515151515153,0.0,0,0.0,0.0,0.0,0.0,
,LP Men Essentials Navy Blue Logo Muscle Tee - M,,Unknown,7,7,180.7830303030303,0.0,0,0.0,0.0,0.0,0.0,
,LEAN PROTEIN,,Unknown,3,3,179.7,0.0,0,0.0,0.0,0.0,0.0,
0724999807999_4,CREATINE MONOHYDRATE,4 x 250g Pack (200 servings),Other,2,2,176.32,0.0,0,0.0,0.0,0.0,0.0,
,"Lush Whey - Single Serve (30g), Mango",,Unknown,9,9,175.70000000000002,0.0,0,0.0,0.0,0.0,0.0,
CLEAR-PEA-25G-5PK-V2,Clear Protein Single Serve,5 x 25g Sachets / Peach,Clear Protein,3,3,175.57999999999998,175.57999999999998,3,154.57999999999998,21.0,1.0,1.0,0.880396400501196
724999809184,BETTER WHEY PROTEIN ELITE,1KG Pack / Cocoa Dinosaur,Other,1,1,173.8,0.0,0,0.0,0.0,0.0,0.0,
COL-UNF-10G-V1,Collagen Glow Single Serve,1 x 10g Sachet (1 serving),Collagen Glow,23,23,172.72,172.72000000000003,23,144.12,28.6,1.0000000000000002,1.0,0.8344140805928669
LEAN-TAR-40G-V1,Lean Protein Single Serve,1 x 40g Sachet / Taro,Lean Protein,13,13,171.52,171.52000000000004,13,159.9,11.62,1.0000000000000002,1.0,0.9322527985074625
,"Lush Whey - 5KG Bundle, Teh Tarik",,Unknown,1,1,169.9,0.0,0,0.0,0.0,0.0,0.0,
,"Lush Whey - 1KG Pack, Teh Tarik",,Unknown,6,6,169.78181818181818,0.0,0,0.0,0.0,0.0,0.0,
,Lushprotein Better Whey™ Protein Powder | 20gm protein/serving | Various flavours available (Not found on Shopify),,Unknown,3,2,169.7,0.0,0,0.0,0.0,0.0,0.0,
,CLEAN15 Detox - 30 Capsules,,Unknown,8,8,169.36060606060607,0.0,0,0.0,0.0,0.0,0.0,
724999809009_5,Collagen Glow Single Serve,5 x 10g Sachet (5 servings) *Most Popular*,Collagen Glow,6,6,168.31,0.0,0,0.0,0.0,0.0,0.0,
,Dextrose,,Unknown,3,3,164.9,0.0,0,0.0,0.0,0.0,0.0,
ACC-SWEATER-L-V1,FUEL YOUR JOURNEY OVERSIZED SWEATER (Delivery 15 Dec onwards separately),Size L,Other,2,2,163.5,163.5,2,125.5,38.0,1.0,1.0,0.7675840978593272
,Victory Tag Singapore November 2025 Edition,,Other,6,6,160.77,0.0,0,0.0,0.0,0.0,0.0,
0724999808378,MULTIVITAMIN CAPSULES,90 Capsules (30 servings),Other,5,5,159.8,159.8,5,17.570000000000007,142.23,1.0,1.0,0.10994993742177726
724999808941,Better Whey Protein,500g Pack / Matchawhey,Other,4,4,159.6,0.0,0,0.0,0.0,0.0,0.0,
724999808903,BETTER WHEY PROTEIN,500g Pack (20 servings) / Vanilla,Other,4,4,159.6,0.0,0,0.0,0.0,0.0,0.0,
,"TEST PRODUCT (Better Whey) - 2KG Bundle, Teh Tarik",,Unknown,2,2,158.0,0.0,0,0.0,0.0,0.0,0.0,
724999808880,Better Whey Protein,500g Pack / Natural (Unflavored),Other,5,5,156.14242424242425,0.0,0,0.0,0.0,0.0,0.0,
0724999808378,MULTIVITAMIN CAPSULES,90 capsules,Other,4,4,155.6,155.6,4,90.94999999999999,64.65,1.0,1.0,0.5845115681233932
,"LEAN PROTEIN SACHET (Size:40g Sachet, Flavour:Taro)",,Unknown,3,3,153.4,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey (Lush Whey) - 500g Pack, Chocolate Dinosaur",,Unknown,7,7,152.94848484848487,0.0,0,0.0,0.0,0.0,0.0,
0724999807913,BETTER WHEY PROTEIN,1KG Pack / Vanilla,Unknown,2,2,152.76,152.76,2,76.74000000000001,76.02,1.0,1.0,0.5023566378633151
724999808903,BETTER WHEY PROTEIN - Fitness Fest Special,500g Pack / Vanilla,Unknown,3,3,152.4848484848485,0.0,0,0.0,0.0,0.0,0.0,
ACC-TOTE-V1,FUEL YOUR JOURNEY TOTE BAG (DELIVERED SEPARATELY),,Other,7,7,150.63,150.63,7,114.63,36.0,1.0,1.0,0.7610037841067516
724999807593,CLA Capsules,60 softgels,Unknown,3,3,149.5,0.0,0,0.0,0.0,0.0,0.0,
,"Lush Whey - Single Serve (30g), Vanilla",,Unknown,10,10,148.68,0.0,0,0.0,0.0,0.0,0.0,
,"Lush Whey - Single Serve (30g), Chocolate Dinosaur",,Unknown,7,7,148.68,0.0,0,0.0,0.0,0.0,0.0,
7249998080422,BETTER WHEY PROTEIN,1KG Pack / Teh Tarik,Unknown,3,3,145.36363636363637,0.0,0,0.0,0.0,0.0,0.0,
,"Plant Protein - Twin Pack (960g), Cocoa Dinosaur",,Unknown,4,4,144.24242424242425,0.0,0,0.0,0.0,0.0,0.0,
,lushprotein Hydration Bottle (2.2L),,Unknown,19,15,144.04999999999998,0.0,0,0.0,0.0,0.0,0.0,
,"Lean Meal - Twin Bundle (960g), Chocolate Dinosaur",,Unknown,3,3,143.76,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey (Lush Whey) - 2KG Bundle, Honeydew",,Unknown,3,3,138.54545454545456,0.0,0,0.0,0.0,0.0,0.0,
0724999810470,LEAN PROTEIN SACHET #2,40g Sachet / Taro,Unknown,71,71,136.98,136.98,71,74.72999999999999,62.25,1.0,1.0,0.5455540954883924
CLEAR-GRA-500G-V2,CLEAR PROTEIN,1 x 500g Pack / White Grape,Clear Protein,2,2,136.31,136.31,2,99.53,36.78,1.0,1.0,0.7301738683882327
0724999807845_2,SOY PROTEIN ISOLATE,2 x 1kg Pack (80 servings) *Most Popular* / Unflavoured,Soy Protein,2,2,136.0,0.0,0,0.0,0.0,0.0,0.0,
0724999807548,GREEN TEA EXTRACT CAPSULES,60 Capsules (60 servings),Other,8,8,135.93,135.93,8,18.319999999999997,117.61,1.0,1.0,0.13477525196792464
,"Prime Whey Isolate - 5KG Bundle, Chocolate Dinosaur",,Unknown,1,1,134.36363636363637,0.0,0,0.0,0.0,0.0,0.0,
,LushProtein Dark Logo Tee - L,,Unknown,4,4,133.63636363636365,0.0,0,0.0,0.0,0.0,0.0,
724999807913,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Vanilla (Exp. Nov23),Unknown,3,3,133.20606060606062,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey (Lush Whey) - 1KG Pack, Honeydew",,Unknown,4,4,132.42424242424244,0.0,0,0.0,0.0,0.0,0.0,
,"Lushprotein Better Whey Protein Powder 1kg (40 servings) and 500g (20 servings)  Preferred sports nutrition by Singapore National Athletes . 20gm protein/serving  Various flavours . Sports performance , pre/post workout , mass ... (Not found on Shopify)",,Unknown,3,3,131.7,0.0,0,0.0,0.0,0.0,0.0,
,Citrulline Malate (Best Before Oct 2020) - 500g (Twin Pack),,Unknown,4,4,130.77272727272728,0.0,0,0.0,0.0,0.0,0.0,
724999807548,Green Tea Extract Capsules,60 Capsules (60 servings),Other,6,6,128.1639393939394,0.0,0,0.0,0.0,0.0,0.0,
0724999807784,BETTER WHEY PROTEIN,1kg (40 serves) / Matchawhey,Unknown,2,2,125.83030303030304,0.0,0,0.0,0.0,0.0,0.0,
,Citrulline Malate (Best Before Oct 2020) - 250g,,Unknown,7,7,123.9090909090909,0.0,0,0.0,0.0,0.0,0.0,
0724999807807,CLEAR PROTEIN (ID),500g Pack (20 Serv) / White Grape,Unknown,15,15,122.26,122.26,15,-171.98000000000002,294.24,1.0,1.0,-1.4066743006707019
0724999807876,Prime Micellar Casein (Clearance),1kg Pack (40 servings) / Natural (Unflavoured),Unknown,4,4,122.24848484848485,0.0,0,0.0,0.0,0.0,0.0,
0724999809160,LP Stainless Steel Thermal Bottle (medium 18oz),,Other,5,5,121.09090909090911,0.0,0,0.0,0.0,0.0,0.0,
0724999809122-16PACK,Collagen Glow,10g x 16 sachet,Collagen Glow,1,1,119.98,0.0,0,0.0,0.0,0.0,0.0,
,LEAN               PROTEIN (Not linked to Shopify),,Unknown,2,2,119.8,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey Elite - 500G, Vanilla",,Unknown,5,5,119.0,0.0,0,0.0,0.0,0.0,0.0,
0724999807807,CLEAR PROTEIN,500g Pack (20 Servings) / White Grape,Clear Protein,2,2,118.0,118.0,2,62.83,55.17,1.0,1.0,0.5324576271186441
724999808903,Better Whey Protein,500g Pack / Vanilla,Unknown,4,4,116.24242424242425,0.0,0,0.0,0.0,0.0,0.0,
ACC-TOTE-V1,FUEL YOUR JOURNEY TOTE BAG,,Other,23,23,114.07,114.07000000000001,23,10.57,103.5,1.0000000000000002,1.0,0.0926624002805295
0724999807821_2,LEAN PROTEIN,2 x 1kg Packs (50 servings) *POPULAR* / Thai Milk Tea,Lean Protein,1,1,113.0,0.0,0,0.0,0.0,0.0,0.0,
,Maltodextrin - 5KG Bundle,,Unknown,3,3,112.72727272727273,0.0,0,0.0,0.0,0.0,0.0,
,"Lean Meal - 500g (10 servings), Belgian Choc",,Unknown,1,1,111.7,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey (Lush Whey) - 5KG Bundle, Teh Tarik",,Unknown,1,1,111.27272727272727,0.0,0,0.0,0.0,0.0,0.0,
,BCAA 2:1:1 (Exp Jun 2020) - 500g Twin Pack,,Unknown,4,4,108.42424242424242,0.0,0,0.0,0.0,0.0,0.0,
,PRIME WHEY ISOLATE,,Unknown,1,1,107.82,0.0,0,0.0,0.0,0.0,0.0,
,"Lushprotein SUPER OMEGA-3, 60 softgels | No fishy smell",,Unknown,3,3,107.69999999999999,0.0,0,0.0,0.0,0.0,0.0,
0724999810463,LEAN PROTEIN SACHET #2,40g Sachet / Thai Milk Tea,Unknown,56,55,106.06,106.06,56,57.919999999999995,48.14,1.0,1.0,0.5461059777484442
724999808880,BETTER WHEY PROTEIN,500g Pack / Natural/Unflavored,Other,3,3,104.88484848484849,0.0,0,0.0,0.0,0.0,0.0,
,Collagen Glow (10g /single serve) (Not linked to Shopify),,Unknown,4,4,101.7,0.0,0,0.0,0.0,0.0,0.0,
,Micronized Creatine Monohydrate - Twin Pack (500g),,Unknown,5,5,100.0,0.0,0,0.0,0.0,0.0,0.0,
0724999807876,Prime Micellar Casein,1KG / Natural (Unflavoured),Unknown,1,1,99.99,0.0,0,0.0,0.0,0.0,0.0,
,Lushprotein Soy Protein Isolate (1kg/40 Servings/Pack) (Not linked to Shopify),,Unknown,1,1,99.9,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey (Lush Whey) - 500g Pack, Coffee",,Unknown,5,5,96.96969696969697,0.0,0,0.0,0.0,0.0,0.0,
0724999807975,Better Whey Protein,1KG Pack / Honeydew,Unknown,2,2,96.90909090909092,0.0,0,0.0,0.0,0.0,0.0,
724999808613,PLANT PROTEIN - Fitness Fest Special,Vanilla / 480g,Other,5,5,95.30303030303031,0.0,0,0.0,0.0,0.0,0.0,
724999808620,PLANT PROTEIN - Fitness Fest Special,Natural (Unflavored) / 480g,Other,4,4,95.30303030303031,0.0,0,0.0,0.0,0.0,0.0,
724999808699,LEAN MEAL - Fitness Fest Special,500g (10 servings) / Belgian Choc,Unknown,2,2,95.30303030303031,0.0,0,0.0,0.0,0.0,0.0,
,Collagen Glow - 10g x 4 Sachet,,Unknown,9,9,94.83060606060607,0.0,0,0.0,0.0,0.0,0.0,
,"Plant Protein - Twin Bundle (960g), Uji Matcha",,Unknown,2,2,91.0,0.0,0,0.0,0.0,0.0,0.0,
724999808705,Lean Meal,500g (10 servings) / Vanilla,Unknown,3,3,90.4748484848485,0.0,0,0.0,0.0,0.0,0.0,
0724999807999,Creatine Monohydrate (ID),,Unknown,3,3,89.69999999999999,89.69999999999999,3,74.49,15.21,1.0,1.0,0.8304347826086957
,LEAN PROTEIN (Not linked to Shopify),,Unknown,3,3,89.4,0.0,0,0.0,0.0,0.0,0.0,
LEAN-TAR-1KG-V1,LEAN PROTEIN,1 x 1kg Pack / Taro,Lean Protein,1,1,88.76,88.76,1,53.46000000000001,35.3,1.0,1.0,0.6022983325822443
,Wheatgrass (Clearance - Exp May 2020) - 250g Pack,,Unknown,8,8,87.45454545454545,0.0,0,0.0,0.0,0.0,0.0,
724999808910,Better Whey Protein,500g Pack / Teh Tarik,Unknown,3,3,87.18181818181819,0.0,0,0.0,0.0,0.0,0.0,
,Dextrose - 1KG Pack,,Unknown,5,5,86.27272727272728,0.0,0,0.0,0.0,0.0,0.0,
0724999810487,Clear Protein (25g / single serve),25g Sachet / White Grape,Clear Protein,6,6,85.53,85.53,6,67.67999999999999,17.85,1.0,1.0,0.7913012977902489
,"Plant Protein - Single Serve (40g), Uji Matcha",,Unknown,52,50,83.9,0.0,0,0.0,0.0,0.0,0.0,
ACC-SWEATER-M-V1,FUEL YOUR JOURNEY OVERSIZED SWEATER (Delivery 15 Dec onwards separately),Size M,Other,1,1,81.75,81.75,1,62.75,19.0,1.0,1.0,0.7675840978593272
ACC-SWEATER-M-V1,FUEL YOUR JOURNEY OVERSIZED SWEATER (Delivery 26 Dec onwards separately),Size M,Other,1,1,81.71,81.71,1,62.709999999999994,19.0,1.0,1.0,0.7674703218700282
,Optional - Farm Fresh Oat Milk 1L OFFER,,Unknown,37,37,81.69363636363636,0.0,0,0.0,0.0,0.0,0.0,
724999809214,BETTER WHEY PROTEIN ELITE,500g Pack / Vanilla,Other,2,2,81.34,0.0,0,0.0,0.0,0.0,0.0,
0724999808880,BETTER WHEY PROTEIN (ID),500g Pack (20 servings) / Natural (Unflavoured),Unknown,2,2,80.65,0.0,0,0.0,0.0,0.0,0.0,
724999809009,Collagen Glow Single Serve,10g Sachet,Collagen Glow,10,10,78.97999999999999,78.97999999999999,10,66.88,12.100000000000001,1.0,1.0,0.8467966573816157
,Micronized Creatine Monohydrate,,Unknown,2,2,75.0,0.0,0,0.0,0.0,0.0,0.0,
0724999809207,BETTER WHEY PROTEIN ELITE,1KG Pack / Vanilla,Unknown,1,1,73.87,0.0,0,0.0,0.0,0.0,0.0,
724999807999,Creatine Monohydrate Powder,,Other,3,3,72.60606060606061,0.0,0,0.0,0.0,0.0,0.0,
,"Lean Meal - 4 Pack Bundle (1,920g), Mix Berries",,Unknown,1,1,69.93,0.0,0,0.0,0.0,0.0,0.0,
,CLEAR              PROTEIN (Not linked to Shopify),,Unknown,1,1,69.0,0.0,0,0.0,0.0,0.0,0.0,
CLEAR-GRA-25G-5PK-V2,Clear Protein Single Serve,5 x 25g Sachets / White Grape,Clear Protein,1,1,69.0,69.0,1,63.75,5.25,1.0,1.0,0.9239130434782609
CLEAR-PEA-500G-V2,CLEAR PROTEIN,1 x 500g Pack / Peach,Clear Protein,1,1,67.31,67.31,1,48.92,18.39,1.0,1.0,0.726786510176794
0724999809214,BETTER WHEY PROTEIN ELITE,500g Pack (20 servings) / Vanilla (Expiry Sep 2024),Other,6,6,63.9,0.0,0,0.0,0.0,0.0,0.0,
LP_GIFTBOX,Gifting Box,,Unknown,52,52,63.63636363636363,0.0,0,0.0,0.0,0.0,0.0,
,"Lean Meal - 480g Pack, Vanilla",,Unknown,2,2,63.5,0.0,0,0.0,0.0,0.0,0.0,
,"Lean Meal - 500g Pack (10 Serves), Vanilla",,Unknown,1,1,63.27272727272728,0.0,0,0.0,0.0,0.0,0.0,
,"Lean Meal - 500g Pack (10 Serves), Belgian Choc",,Unknown,1,1,63.27272727272728,0.0,0,0.0,0.0,0.0,0.0,
,Lean Protein 1kg by Lushprotein || Taro,,Unknown,1,1,62.31,0.0,0,0.0,0.0,0.0,0.0,
724999807951,BETTER WHEY PROTEIN,1KG Pack / Mango,Other,2,2,59.9,0.0,0,0.0,0.0,0.0,0.0,
724999808736,BETTER WHEY PROTEIN,1KG Pack / Genmai-Roasted Brown Rice,Other,1,1,59.9,0.0,0,0.0,0.0,0.0,0.0,
,Lushprotein Lean Protein Healthy - (1kg/40 servings) (Not linked to Shopify),,Unknown,5,5,59.400000000000006,0.0,0,0.0,0.0,0.0,0.0,
,LP Men Essentials Navy Blue Logo Muscle Tee - S,,Unknown,3,3,57.55545454545455,0.0,0,0.0,0.0,0.0,0.0,
724999808897,BETTER WHEY PROTEIN - Fitness Fest Special,500g Pack / Cocoa Dinosaur,Other,2,2,57.18181818181819,0.0,0,0.0,0.0,0.0,0.0,
724999808880,BETTER WHEY PROTEIN - Fitness Fest Special,500g Pack / Natural/Unflavored,Other,3,3,57.18181818181819,0.0,0,0.0,0.0,0.0,0.0,
724999808699,Lean Meal,500g (10 servings) / Belgian Choc,Unknown,2,2,54.48484848484849,0.0,0,0.0,0.0,0.0,0.0,
MALE-XL,LP Men Essentials Navy Blue Logo Muscle Tee,XL,Unknown,3,3,53.63636363636364,0.0,0,0.0,0.0,0.0,0.0,
